COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Open - Compliance,,Completed,India,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOassessmentreport_CGPL_April2017_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOassessmentreport_CGPL_April2017_Gujarat.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceAppraisalReportCGPL-2-English.pdf",,,A,,"April 27, 2016",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=245,CAO,21,"Access to water resources, loss of livelihoods, impacts to fish and natural habitats, and use of security forces.",,,Completed,245,$450 mil A loan,Tata Ultra Mega,25797,Infrastructure,,"April 27, 2016",,Power,2016
Open - Compliance,,,India,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintLetterforCAO_Public_Final.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-01_Assessment_Report.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-01_Assessment_Report-Malayalam.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_Appraisal_Report_India_Vizhinjam_webversion.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforVizhinjamcomplianceinvestigation.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportKeralaPort.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforVizhinjamInternationalSeaportLtdIndia.pdf",,,N/A,,"August 21, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=189,CAO,21,"Access to water, project due diligence, loss of livelihood, possible displacement of local community members, inadequate compensation",,,Completed,189,N/A,"Kerala Port, Vizhinjam",28991,,,"August 21, 2012",,Port and Harbor Operations,2012
Open - Compliance,,,India,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintregardingVizhinjam-02_public_Nov282012_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-02_Assessment_Report_April2013_eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-02_Assessment_Report_April2013_Malayalam.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2013_MayIFCResponsereVizhinjamPortProject.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_Appraisal_Report_India_Vizhinjam_webversion_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforVizhinjamcomplianceinvestigation_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportKeralaPort.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforVizhinjamInternationalSeaportLtdIndia.pdf",,,N/A,,"September 23, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=190,CAO,21,"Impacts to marine biodiversity, loss of livelihood, possible displacement of local fishing community members, project benefits",,,Completed,190,N/A,"Kerala Port, Vizhinjam",28991,,,"September 23, 2012",,Port and Harbor Operations,2012
Open - Compliance,,,India,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Vizhinjam-03_April112013_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Vizhinjam-03_April2013_MalayalamRedacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-03_AssessmentReport_September2013_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Vizhinjam-03_April2013_MalayalamRedacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Vizhinjam-03_Assessment_Report_September2013_Malayalam.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Vizhinjam-03_April2013_MalayalamRedacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCFormalResponse_Vizhinjam-03_CAOAssessmentReport_September2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Vizhinjam-03_April2013_MalayalamRedacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_Appraisal_Report_India_Vizhinjam_webversion_001.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforVizhinjamcomplianceinvestigation_001.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportKeralaPort.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforVizhinjamInternationalSeaportLtdIndia.pdf",,,N/A,,"April 12, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=200,CAO,21,Access to water and impact on farmlands,,,Completed,200,N/A,"Kerala Port, Vizhinjam",28991,,,"April 12, 2013",,Port and Harbor Operations,2013
Closed,,,India,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/070209CommuniquetoJagatsukhandStakeholdersEnglish.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/070209CommuniquetoJagatsukhandStakeholdersHindi.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_AD_Progress_report_28Aug06.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_AD_Progress_report_28Aug06_Hindi.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Note-on-Minimum-Water-Flows-ADHEP-May05R.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReport_23Mar05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalAssessmentReportHindi_23March05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CommitmentsRegisterUpdateFebruary12008.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CommitmentsRegisterUpdateDecember12007_and_Annex.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/0_CommitmentsRegisterUpdateNovember1st2007.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/0_CommitmentsRegisterUpdateOctober12007_and_Annexes.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/00CommitmentsRegisterUpdateSeptember12007.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/CommitmentsRegisterUpdateAugust1st2007_and_Annexes.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/CommitmentsRegisterUpdateJanuary12007.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/Commitmentsregister_no_commentsDecember2006.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/Commitments/CommitmentsregisterHindi_w_outcommentsDecember2006.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AllainDuhangan-CAOStatement1_April2005.pdf, http://www.cao-ombudsman.org/cases/document-links/file:///N|/GENERAL-Non%20Project%20Related/Website/NEW%20WEBSITE/CAO%20Website%20Content%20Archive/Ombudsman/Closed%20Complaints/India%20-%20Allain%20Duhangan/FinalAssessmentReportHindiTranslation-03-25-05.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AllainDuhangan-Conclusionreport_and_Agreement5May07.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_SNPowerDec09_000.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,A,,"October 01, 2004",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=75,CAO,21,,,,,75,$45 million ( A + C loan),AD Hydro Power Limited,11632,Infrastructure,,"October 01, 2004",,Utilities,2004
Closed,,,India,,Completed,,http://www.cao-ombudsman.org/cases/document-links/documents/AtulComplaint05-25-06.pdf,,,B,,"June 01, 2006",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=97,CAO,21,,,,,97,$7.5 million (Equity) & $15 million (A loan),Atul Ltd,20509,"Oil, Gas, Mining, & Chemicals",,"June 01, 2006",,Chemicals,2006
Closed,,,India,,,,,Completed,,A,,"June 01, 2002",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=96,CAO,21,,,,,96,$10 million (Equity) & $20 million (A loan),Chemplast,10492,"Oil, Gas, Mining, & Chemicals",,"June 01, 2002",,Chemicals,2002
Closed,,,India,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/070731PrelimAssessmentReport_MSSL_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/070731PrelimReport_MSSL_HINDI.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/070824PrelimReport_MSSL_TELUGU.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/080327FinalOmbudsmanReport_MSSL_TRANSFERTOC.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MSSLFinalOmbudsmanReport_HINDI.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MSSLFinalOmbudsmanReport_TELUGU.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_CI_R6_Y08_F095_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_CI_R6_Y08_F095_Hindi.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_CI_R6_Y08_F095_Telugu.pdf",,,B,,"October 23, 2006",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=99,CAO,21,,,,,99,$2.2 million (Equity),Mahindra Farm Services,11230,Agribusiness,,"October 23, 2006",,Agriculture and Forestry,2006
Closed,,,India,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/RamkyAssessment.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/RamkyAssessment_Hindi.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_CI_R6_Y08_F097_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_CI_R6_Y08_F097_HIndi.pdf",Completed,,B,,"October 19, 2007",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=100,CAO,21,,,,,100,$3 million (Equity),Ramky Infrastructure,23966,Infrastructure,,"October 19, 2007",,Construction and Real Estate,2007
Closed,,,Pakistan,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentRpt_AlfalahBankSept.2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponse_CAO_AssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_Appraisal_Report_BAFL_24Nov2015.pdf",Completed,,FI2,,"May 06, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=236,CAO,21,"Discrimination, labor concerns",,,,236,$65.4 million equity investment,Bank Alfalah,34773,Financial Markets,,"May 06, 2015",,Commercial Banking,2015
Closed,,,Sri Lanka,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCMgtResponse_April152010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOOmbudsmanAssessmentReport_Feb2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/REC_ConclusionReport_June2011.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,n/a,,"August 20, 2009",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=151,CAO,21,,,,,151,"$119,706",Rainforest Ecolodge Linkages,547845,,,"August 20, 2009",,Other (for Non-Investment Projects),2009
Closed,,,Botswana,,,,http://www.cao-ombudsman.org/cases/document-links/documents/Kalahari_24Jun05.pdf,Completed,,B,,"November 01, 2004",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=90,CAO,21,,,,,90,$2 million (Equity),Kalahari Diamond,20426,"Oil, Gas, Mining, & Chemicals",,"November 01, 2004",,"Oil, Gas and Mining",2004
Open - Ombudsman,,,Cameroon,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintWEB_English_May252011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PlaintePublique_FRANCAIS_25Mai2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_Cameroon_Assessment_Report__English_Jan5_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_French_Cameroon_Assessmentreport_Jan52012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetotheChadCameroonPipelineAssessmentReport_January232012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOProgressReportCameroonJuly2016ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOProgressReportCameroonJuly2016FRENCH.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,A,,"May 16, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=168,CAO,21,"Compensation, loss of livelihoods, waste management, community health & safety, and impacts to Indigenous communities.",,,,168,$100 million A loan and $100 million B loan,Chad-Cameroon Pipeline,11124,"Oil, Gas, Mining, & Chemicals",,"May 16, 2011",,Oil and Gas,2011
Closed,,,Cameroon,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/AESSonelCAOAssessmentReport_July3_2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AESSonelCAOAssessmentReport_July3_2013_FRENCH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOassessmentreport_AESSonelcomplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AESSonelCAOAssessmentReport_July3_2013_FRENCH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AESSonel-02CaseDRConclusionReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AESSonel-02CaseDRConclusionReportFRENCH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalReportAESSonel.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplianceAppraisalReportofAESSonel-French_FINAL.pdf",,,B,,"February 21, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=198,CAO,21,Labor concerns,,,,198,EUR 70 m,AES Sonel,11579,Infrastructure,,"February 21, 2013",,Power,2013
Open - Ombudsman,,,Chad,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplainttoCAO_Chad_webversion_Dec2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOChadCamAssessmentReport_October2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOChadCamAssessmentReport_October2012French.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_CAOChadAssessmentReport_2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalChad_Chad-CamProgressReport_30May2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ProgressReportChad-Feb2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ProgressReportChad-Feb2017_FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOPressCommuniqueChadFeb2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOPressCommuniqueChadFeb2017_FRE.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ChadprogressreportSeptember2016-FRE.pdf",,,A,,"October 20, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=179,CAO,21,"Compensation, loss of livelihood, land and water pollution & monitoring and assessment mechanisms",,,,179,$100 million A loan and $100 million B loan,Chad-Cameroon Pipeline,11125,"Oil, Gas, Mining, & Chemicals",,"October 20, 2011",,Oil and Gas,2011
Closed,,Completed,Democratic Republic of Congo,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/DikulushiDRCfinalversion02-01-06.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/DikulushiDRCFinalfrench.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOStatement2-02-2006.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOStatement2-02-2006French.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/dikulushi-eia.pdf",,,,,"July 01, 2005",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=94,CAO,21,,,,,94,$13.6 million (Guarantee),"Anvil Mining Congo, SARL ",5054,,,"July 01, 2005",,"Oil, Gas and Mining",2005
Closed,,,Ghana,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_Report_C-I-R4-Y11-F137.pdf",,,B,,"August 19, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=166,CAO,21,IFC’s procedures and standards for deepwater offshore oil and gas exploration projects,,,,166,"$265 mil A loans, $519 mil B loan & $60 mil equity","Tullow Oil, Kosmos Energy, and Jubilee FPSO 27918, 28798 &",27550,"Oil, Gas, Mining, & Chemicals",,"August 19, 2010",,Oil and Gas,2010
Open - Ombudsman,,,Ghana,,,Completed,http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplaintreMeridianPortServicesLimitedinGhana.pdf,Completed,,A,,"February 26, 2018",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1270,CAO,21,"Forced resettlement, lack of compensation and occupational health & safety",,,,1270,USD250 million,Meridian Port Services Limited ,36706,Infrastructure,,"February 26, 2018",,Port and Harbor Operations,2018
Open - Ombudsman,,,Guinea,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/LetterofcomplainttoCAOwithannexes_Nedbank-01.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Nedbank_December2017_ENGLISH.PDF, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_AltoMaipo01_October2017_ENGLISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_Nedbank_December2017_FRENCH.PDF, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_AltoMaipo01_October2017_SPANISH.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportforNedbankinKintinian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_GuineaNedbank-01_April2018.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportforNedbankinKintinian.pdf",,,FI,,"April 27, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1259,CAO,21,"Forced displacement from land, compensation, livelihood concerns",,,,1259,Debt up to ZAR1billion ($139 million equivalent),Nedbank,26014,Global Financial Markets,,"April 27, 2017",,Banking,2017
Open - Compliance,,Completed,Kenya,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportKenyaBidcoDec152016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetotheCAOAssessmentReportonBidcoBevDet.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalBidco.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TORforBidcoComplianceInvestigation.pdf",,,B,,"June 10, 2016",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=248,CAO,21,"Labor conditions, terms of employment, occupational health and safety, freedom of association, rights of casual workers, employee grievance mechanism",,,,248,US$23 million A loan and up to $13.5 million B loa,Bidco Bev & Det,33385,Global Manufacturing & Services,,"June 10, 2016",,F-Al - Other food,2016
Open - Compliance,,Completed,Kenya,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/LetterofcomplainttoCAO-KenyaBidco-04.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOBidco4AssessmentReport-February2018.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOBidco4AssessmentReport-February2018.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetotheCAOAssessmentReportonBidcoBevDet-04.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetotheCAOAssessmentReportonBidcoBevDet-04.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bidco04AppraisalReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOBidco4AssessmentReport-February2018.pdf",,,B,,"May 23, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1261,CAO,21,"Unfair dismissal, payment of employment benefits, rights of casual workers",,,,1261,US$23 million A loan and up to $13.5 million B loa,Bidco Bev & Det,33385,Global Manufacturing & Services,,"May 23, 2017",,F-Al - Other food,2017
Open - Ombudsman,,,Kenya,,,Completed,http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplaintEACHRights-16April18.pdf,Completed,,B,,"June 15, 2018",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1272,CAO,21,"Violation of national laws, health and safety, labor concerns, intimidation, discrimination",,,,1272,USD 10 million equity investment ,Bridge International Academies,32171,Global Manufacturing & Services,,"June 15, 2018",,Education Services,2018
Closed,,,Kenya,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/Faxcoverandcomplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/081204_PPMAssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/081115_PPMAgreementtoNegotiate.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/100422_PPMConclusionReport_FINAL_May2010.pdf",,,B,,"February 01, 2008",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=83,CAO,21,,,,,83,$15 million,Pan African Paper Mills Ltd.,7206,Global Manufacturing & Services,,"February 01, 2008",,Pulp & Paper,2008
Closed,,,Africa region,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentConclusionReport_AfricaInvestco_Sept2012.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOAssessmentReport_AfricaInvestco_Sept2012.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,C,,"March 28, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=186,CAO,21,"Compensation, fair treatment, management systems ",,,,186,$3 million equity,Africa Investco ,27819,Infrastructure,,"March 28, 2012",,XX - Other,2012
